Food,Ingredient,Origin
Heong_Peng,Malt,Malaysia
Heong_Peng,Shallot,Malaysia
Heong_Peng,Sesame,Malaysia
Jin_deui,Glutinous_rice,Philippines
Bakarkhani,Dough,Pakistan
Bakarkhani,Ghee,Pakistan
Chireta,Bacon,Spain
Chireta,Rice,Spain
Chireta,Pancetta,Spain
Chancaca,Honey,Peru
Chancaca,Sugar,Peru
Chancaca,Zest_(ingredient),Peru
Coconut_rice,Coconut,Malaysia
Coconut_rice,Rice,Malaysia
Coconut_rice,Coconut,Panama
Coconut_rice,Rice,Panama
Namak_para,Flour,Pakistan
Namak_para,Caraway,Pakistan
Namak_para,Ajwain,Pakistan
Namak_para,Semolina,Pakistan
Namak_para,Cumin,Pakistan
Namak_para,Ghee,Pakistan
Sel_roti,Butter,Nepal
Sel_roti,Cardamom,Nepal
Sel_roti,Clove,Nepal
Sel_roti,Milk,Nepal
Sel_roti,Sugar,Nepal
Sel_roti,Rice_flour,Nepal
Sopa_teologa,White_bread,Peru
Sopa_teologa,Cheese,Peru
Sopa_teologa,Milk,Peru
Sopa_teologa,Potato,Peru
Sopa_teologa,Tomato,Peru
Kaldereta,Bell_pepper,Philippines
Kaldereta,Flour,Philippines
Kaldereta,Tomato_paste,Philippines
Kaldereta,Carrot,Philippines
Kaldereta,Garlic,Philippines
Kaldereta,Onion,Philippines
Kaldereta,Potato,Philippines
Rumali_Roti,Atta_flour,Pakistan
Rumali_Roti,Maida_flour,Pakistan
Kamby_arro,Cinnamon,Paraguay
Kamby_arro,Milk,Paraguay
Kamby_arro,Rice,Paraguay
Kamby_arro,Sugar,Paraguay
Kamby_arro,Water,Paraguay
Kamby_arro,Lemon,Paraguay
Kosereva,Molasses,Paraguay
Kosereva,Sugar,Paraguay
Kosereva,Water,Paraguay
Kosereva,Orange_(fruit),Paraguay
Russian_tea_cake,Butter,Russia
Russian_tea_cake,Nut_(fruit),Russia
Russian_tea_cake,Powdered_sugar,Russia
Gachas,Lathyrus_sativus,Spain
Gachas,Maize,Spain
Gachas,Wheat_flour,Spain
Thekua,Cardamom,Nepal
Thekua,Syrup,Nepal
Thekua,Jaggery,Nepal
Thekua,Ghee,Nepal
Thekua,Wheat_flour,Nepal
Kiszczonka,Flour,Poland
Kiszczonka,Black_pudding,Poland
Kiszczonka,Milk,Poland
Kiszczonka,Spice,Poland
Patatas_bravas,Potato,Spain
Miang_kham,Coconut,Laos
Miang_kham,Ginger,Laos
Miang_kham,Birds_eye_chili,Laos
Miang_kham,Shallot,Laos
Miang_kham,Water,Laos
Miang_kham,Garlic,Laos
Miang_kham,Lime_(fruit),Laos
Miang_kham,Piper_sarmentosum,Laos
Miang_kham,Sliced_galangal,Laos
Miang_kham,Shrimp_paste,Laos
Miang_kham,Chopped_palm_sugar,Laos
Miang_kham,Sliced_shallots,Laos
Sheermal,Milk,Pakistan
Sheermal,Maida_flour,Pakistan
Sheermal,Saffron,Pakistan
Sheermal,Ghee,Pakistan
Fios_de_ovos,Sugar,Portugal
Fios_de_ovos,Egg_(food),Portugal
Sinangag,Fried_rice,Malaysia
Sinangag,Fried_rice,Philippines
Sinangag,Fried_rice,Singapore
Queijada,Cheese,Portugal
Queijada,Milk,Portugal
Queijada,Sugar,Portugal
Queijada,Egg,Portugal
Alambre,Bell_pepper,Mexico
Alambre,Cheese,Mexico
Alambre,Meat,Mexico
Alambre,Onion,Mexico
Alambre,Pork,Mexico
Apam_balik,Butter,Malaysia
Apam_balik,Flour,Malaysia
Apam_balik,Sodium_bicarbonate,Malaysia
Apam_balik,Sugar,Malaysia
Apam_balik,Water,Malaysia
Apam_balik,Baking_powder,Malaysia
Apam_balik,Egg_(food),Malaysia
Apam_balik,Margarine,Malaysia
Apam_balik,Peanut,Malaysia
Ayam_bakar,Grilling,Malaysia
Ayam_bakar,Shallot,Malaysia
Ayam_bakar,Turmeric,Malaysia
Ayam_bakar,Garlic,Malaysia
Ayam_bakar,Chicken_(food),Malaysia
Bahulu,Sugar,Malaysia
Bahulu,Baking_powder,Malaysia
Bahulu,Egg_(food),Malaysia
Bahulu,Wheat_flour,Malaysia
Ciulama,Butter,Moldova
Ciulama,Flour,Moldova
Ciulama,Mushroom,Moldova
Ciulama,Poultry,Moldova
Ciulama,Carrot,Moldova
Ciulama,Onion,Moldova
Ciulama,Parsley,Moldova
Ciulama,Butter,Romania
Ciulama,Flour,Romania
Ciulama,Mushroom,Romania
Ciulama,Poultry,Romania
Ciulama,Carrot,Romania
Ciulama,Onion,Romania
Ciulama,Parsley,Romania
Jala_(kuih),Rice_flour,Malaysia
Jala_(kuih),Cooking_oil,Malaysia
Jala_(kuih),Palm_sugar,Malaysia
Kelupis,Glutinous_rice,Malaysia
Kelupis,Palm_sugar,Malaysia
Linongot,Tapioca,Malaysia
Linongot,Sweet_potato,Malaysia
Punjung,Rice_flour,Malaysia
Umai_(food),Chili_pepper,Malaysia
Umai_(food),Pomfret,Malaysia
Umai_(food),Onion,Malaysia
Umai_(food),Fish,Malaysia
Umai_(food),Salt,Malaysia
Umai_(food),Lime_(fruit),Malaysia
Wajid_(kuih),Rice,Malaysia
Wajid_(kuih),Coconut_cream,Malaysia
Wajid_(kuih),Palm_sugar,Malaysia
Ais_kacang,Shaved_ice,Malaysia
Tula_gingerbread,Condensed_milk,Russia
Tula_gingerbread,Fruit_preserves,Russia
Burrito,Refried_beans,Mexico
Burrito,Meat,Mexico
Burrito,Tortilla,Mexico
Puri_(food),Atta_flour,Nepal
Puri_(food),Atta_flour,Pakistan
Tongba,Millet,Nepal
Tongba,Water,Nepal
Tongba,Yeast,Nepal
Momo_(dumpling),Meat,Nepal
Coconut_jam,Coconut,Malaysia
Coconut_jam,Sugar,Malaysia
Coconut_jam,Egg_(food),Malaysia
Huevos_rancheros,Refried_beans,Mexico
Huevos_rancheros,Guacamole,Mexico
Huevos_rancheros,Tomato,Mexico
Huevos_rancheros,Avocado,Mexico
Huevos_rancheros,Egg_(food),Mexico
Huevos_rancheros,Tortilla,Mexico
Kaya_toast,Coconut_jam,Malaysia
Kaya_toast,Coconut_jam,Singapore
Mazurek_(cake),Icing_(food),Poland
Mazurek_(cake),Egg_(food),Poland
Mazurek_(cake),Nut_(fruit),Poland
Mazurek_(cake),Margarine,Poland
Batata_harra,Capsicum,Lebanon
Batata_harra,Chili_pepper,Lebanon
Batata_harra,Olive_oil,Lebanon
Batata_harra,Coriander,Lebanon
Batata_harra,Garlic,Lebanon
Batata_harra,Potato,Lebanon
Dahi_vada,Yogurt,Pakistan
Dahi_vada,Vada_(food),Pakistan
Dutch_process_chocolate,Alkali,Netherlands
Dutch_process_chocolate,Chocolate,Netherlands
Hokey_pokey_(ice_cream),Honeycomb_toffee,New_Zealand
Moin_moin,Onion,Nigeria
Moin_moin,Black-eyed_pea_or_Beans,Nigeria
Olivier_salad,Mayonnaise,Russia
Olivier_salad,Meat,Russia
Olivier_salad,Potato,Russia
Olivier_salad,Egg_(food),Russia
Olivier_salad,Vegetable,Russia
Tapa_(Filipino_cuisine),Beef,Philippines
Coulibiac,Mushroom,Russia
Coulibiac,Rice,Russia
Coulibiac,Salmon,Russia
Coulibiac,Dill,Russia
Coulibiac,Sturgeon,Russia
Coulibiac,Boiled_egg,Russia
Kabsa,Cardamom,Qatar
Kabsa,Cinnamon,Qatar
Kabsa,Bay_leaf,Qatar
Kabsa,Nutmeg,Qatar
Kabsa,Saffron,Qatar
Kabsa,Basmati,Qatar
Kabsa,Dried_lime,Qatar
Kabsa,Cardamom,Saudi_Arabia
Kabsa,Cinnamon,Saudi_Arabia
Kabsa,Bay_leaf,Saudi_Arabia
Kabsa,Nutmeg,Saudi_Arabia
Kabsa,Saffron,Saudi_Arabia
Kabsa,Basmati,Saudi_Arabia
Kabsa,Dried_lime,Saudi_Arabia
Ngo_hiang,Five-spice_powder,Malaysia
Ngo_hiang,Five-spice_powder,Singapore
Ptasie_mleczko,Agar,Poland
Ptasie_mleczko,Chocolate,Poland
Menudo_(soup),Chili_pepper,Mexico
Menudo_(soup),Beef,Mexico
Menudo_(soup),Coriander,Mexico
Menudo_(soup),Onion,Mexico
Menudo_(soup),Oregano,Mexico
Menudo_(soup),Broth,Mexico
Menudo_(soup),Lime_(fruit),Mexico
Sata_(food),Coconut,Malaysia
Sata_(food),Sardines_as_food,Malaysia
Teja_(confectionery),Dried_fruit,Peru
Teja_(confectionery),Manjar_blanco,Peru
Teja_(confectionery),Nut_(fruit),Peru
Zarda_(food),Cardamom,Pakistan
Zarda_(food),Rice,Pakistan
Zarda_(food),Raisin,Pakistan
Zarda_(food),Almond,Pakistan
Zarda_(food),Pistachio,Pakistan
Zarda_(food),Saffron,Pakistan
Krupnik_(soup),Barley,Poland
Krupnik_(soup),Potato,Poland
Krupnik_(soup),Broth,Poland
Banket_(food),Almond,Netherlands
Chalupa,Masa,Mexico
Empalme_(food),Refried_beans,Mexico
Empalme_(food),Lard,Mexico
Empalme_(food),Salsa_(sauce),Mexico
Empalme_(food),Tortilla,Mexico
Sapin-sapin,Glutinous_rice,Philippines
Tortilla,Wheat_flour,Mexico
Talo_(food),Water,Spain
Talo_(food),Maize,Spain
Talo_(food),Salt,Spain
Fish-shaped_pastry,Red_bean_paste,South_Korea
Jelurut,Rice_flour,Malaysia
Jelurut,Coconut_milk,Malaysia
Skilpadjies,Worcestershire_sauce,South_Africa
Skilpadjies,Coriander,South_Africa
Skilpadjies,Caul_fat,South_Africa
Skilpadjies,Salt,South_Africa
Caldeirada,Potato,Portugal
Caldeirada,Fish_as_food,Portugal
Khuushuur,Meat,Mongolia
Khuushuur,Garlic,Mongolia
Khuushuur,Onion,Mongolia
Khuushuur,Lamb_and_mutton,Mongolia
Bundevara,Filo,Serbia
Bundevara,Pumpkin,Serbia
Or_lam,Cymbopogon,Laos
Or_lam,Sa_Khan,Laos
Or_lam,Wood_ear,Laos
Pan_mee,Flour,Malaysia
Bolo_de_mel,Butter,Portugal
Bolo_de_mel,Molasses,Portugal
Bolo_de_mel,Honey,Portugal
Bolo_de_mel,Spice,Portugal
Bolo_de_mel,Sugar,Portugal
Bolo_de_mel,Lard,Portugal
Bolo_de_mel,Walnut,Portugal
Bolo_de_mel,Margarine,Portugal
Bolo_de_mel,Almond,Portugal
Arroz_junto,Annatto,Puerto_Rico
Arroz_junto,Legume,Puerto_Rico
Arroz_junto,Sofrito,Puerto_Rico
Arroz_junto,Rice,Puerto_Rico
Prekmurska_gibanica,Flour,Slovenia
Prekmurska_gibanica,Raisin,Slovenia
Prekmurska_gibanica,Ricotta,Slovenia
Prekmurska_gibanica,Poppy_seed,Slovenia
Prekmurska_gibanica,Walnut,Slovenia
Prekmurska_gibanica,Apple,Slovenia
Chutney,Garlic,Pakistan
Chutney,Onion,Pakistan
Satay,Skewer,Malaysia
Satay,Skewer,Netherlands
Satay,Skewer,Philippines
Satay,Skewer,Singapore
Nocilla,Chocolate,Spain
Nocilla,Hazelnut,Spain
Sohan_Halwa,Milk,Pakistan
Sohan_Halwa,Sugar,Pakistan
Sohan_Halwa,Water,Pakistan
Sohan_Halwa,Cornmeal,Pakistan
Asocena,Dog_meat,Philippines
Khao_poon,Fish_sauce,Laos
Khao_poon,Galangal,Laos
Khao_poon,Rice_vermicelli,Laos
Khao_poon,Chicken,Laos
Khao_poon,Shallot,Laos
Khao_poon,Garlic,Laos
Khao_poon,Pork,Laos
Khao_poon,Fish,Laos
Queijadinha,Butter,Portugal
Queijadinha,Coconut,Portugal
Queijadinha,Condensed_milk,Portugal
Queijadinha,Cheese,Portugal
Queijadinha,Sugar,Portugal
Queijadinha,Yolk,Portugal
Muisjes,Sugar,Netherlands
Muisjes,Anise,Netherlands
Nasi_goreng_pattaya,Rice,Malaysia
Nasi_goreng_pattaya,Egg,Malaysia
Nasi_goreng_pattaya,Chicken_(food),Malaysia
Urnebes,Chili_pepper,Serbia
Urnebes,Cheese,Serbia
Urnebes,Spice,Serbia
Urnebes,Salt,Serbia
Pio_Quinto,Cake,Nicaragua
Pio_Quinto,Cinnamon,Nicaragua
Pio_Quinto,Custard,Nicaragua
Pio_Quinto,Rum,Nicaragua
Axoa,Espelette_pepper,Spain
Axoa,Veal,Spain
Axoa,Onion,Spain
Axoa,Tomato,Spain
Bukayo,Sugar,Philippines
Bukayo,Brown_sugar,Philippines
Thenthuk,Meat,Nepal
Thenthuk,Yak,Nepal
Thenthuk,Vegetable,Nepal
Thenthuk,Wheat_flour,Nepal
Andrajos,Capsicum,Spain
Andrajos,Cod,Spain
Andrajos,Garlic,Spain
Andrajos,Onion,Spain
Andrajos,Tomato,Spain
Andrajos,Rabbit,Spain
Kueh_tutu,Coconut,Singapore
Kueh_tutu,Sugar,Singapore
Kueh_tutu,Rice_flour,Singapore
Kueh_tutu,Glutinous_rice,Singapore
Kueh_tutu,Peanut,Singapore
Arroz_con_gandules,Sofrito,Puerto_Rico
Arroz_con_gandules,Rice,Puerto_Rico
Arroz_con_gandules,Pigeon_pea,Puerto_Rico
Quetschentaart,Butter,Luxembourg
Quetschentaart,Flour,Luxembourg
Quetschentaart,Damson,Luxembourg
Quetschentaart,Milk,Luxembourg
Quetschentaart,Bakers_yeast,Luxembourg
Cokodok,Flour,Malaysia
Cokodok,Banana,Malaysia
Kalamay,Coconut_milk,Philippines
Kalamay,Brown_sugar,Philippines
Kalamay,Glutinous_rice,Philippines
Lumpia,Meat,Netherlands
Lumpia,Vegetable,Netherlands
Lumpia,Crêpe,Netherlands
Lumpia,Meat,Philippines
Lumpia,Vegetable,Philippines
Lumpia,Crêpe,Philippines
Malasada,Sugar,Portugal
Malasada,Dough,Portugal
Miruhulee_boava,Clove,Maldives
Miruhulee_boava,Octopus,Maldives
Miruhulee_boava,Garlic,Maldives
Miruhulee_boava,Onion,Maldives
Miruhulee_boava,Curry_tree,Maldives
Miruhulee_boava,Coconut_oil,Maldives
Nonnevot,Butter,Netherlands
Nonnevot,Flour,Netherlands
Nonnevot,Milk,Netherlands
Nonnevot,Yeast,Netherlands
Nonnevot,Lard,Netherlands
Nonnevot,Brown_sugar,Netherlands
Piperade,Bell_pepper,Spain
Piperade,Espelette_pepper,Spain
Piperade,Onion,Spain
Piperade,Tomato,Spain
Serranito,Bread,Spain
Serranito,Meat,Spain
Serranito,Tomato,Spain
Serranito,Jamón_serrano,Spain
Slavink,Bacon,Netherlands
Slavink,Butter,Netherlands
Slavink,Beef,Netherlands
Slavink,Pork,Netherlands
Slavink,Vegetable_oil,Netherlands
Palitaw,Coconut,Philippines
Palitaw,Glutinous_rice,Philippines
Gulha,Flour,Maldives
Gulha,Tuna,Maldives
Mlinci,Flour,Slovenia
Tejuino,Maize,Mexico
Tejuino,Panela,Mexico
Vinegret,Sauerkraut,Russia
Vinegret,Carrot,Russia
Vinegret,Onion,Russia
Vinegret,Potato,Russia
Vinegret,Beetroot,Russia
Vinegret,Pickled_cucumber,Russia
Ajoblanco,Bread,Spain
Ajoblanco,Olive_oil,Spain
Ajoblanco,Water,Spain
Ajoblanco,Garlic,Spain
Ajoblanco,Almond,Spain
Duck_soup_noodles,Duck,Malaysia
Duck_soup_noodles,Herb,Malaysia
Tandoori_chicken,Yogurt,Malaysia
Tandoori_chicken,Honey,Malaysia
Tandoori_chicken,Chicken,Malaysia
Tandoori_chicken,Tandoori_masala,Malaysia
Tandoori_chicken,Yogurt,Singapore
Tandoori_chicken,Honey,Singapore
Tandoori_chicken,Chicken,Singapore
Tandoori_chicken,Tandoori_masala,Singapore
Hojuela,Flour,Spain
Hojuela,Sugar,Spain
Hojuela,Egg_(food),Spain
Nasi_goreng,Fried_rice,Malaysia
Nasi_goreng,Fried_rice,Netherlands
Nasi_goreng,Fried_rice,Singapore
Bouneschlupp,Bacon,Luxembourg
Bouneschlupp,Onion,Luxembourg
Bouneschlupp,Potato,Luxembourg
Bouneschlupp,Green_bean,Luxembourg
Caldo_verde,Potato,Portugal
Caldo_verde,Collard_greens,Portugal
Ras_malai,Cream,Pakistan
Ras_malai,Sugar,Pakistan
Ras_malai,Semolina,Pakistan
Ras_malai,Paneer,Pakistan
Sisig,Pork,Philippines
Caldo_de_siete_mares,Seafood,Mexico
Caldo_de_siete_mares,Tomato,Mexico
Caldo_de_siete_mares,Fish_as_food,Mexico
Caldo_de_siete_mares,Chicken_(food),Mexico
Solyanka,Cabbage,Russia
Solyanka,Meat,Russia
Solyanka,Mushroom,Russia
Solyanka,Dill,Russia
Solyanka,Fish,Russia
Solyanka,Smetana_(dairy_product),Russia
Solyanka,Pickled_cucumber,Russia
Kuih_semperit,Sugar,Malaysia
Kuih_semperit,Cornmeal,Malaysia
Kuih_semperit,Margarine,Malaysia
Kuih_semperit,Wheat_flour,Malaysia
Kuih_semperit,Birds_Custard,Malaysia
Sobao,Butter,Spain
Sobao,Flour,Spain
Sobao,Sugar,Spain
Sobao,Anise,Spain
Sobao,Salt,Spain
Sobao,Egg_(food),Spain
Sobao,Zest_(ingredient),Spain
Sobao,Rum,Spain
Sobao,Bakers_yeast,Spain
Chai_tow_kway,Daikon,Malaysia
Chai_tow_kway,Rice_flour,Malaysia
Chai_tow_kway,Daikon,Singapore
Chai_tow_kway,Rice_flour,Singapore
Francesinha,Beer,Portugal
Francesinha,Ham,Portugal
Francesinha,Cheese,Portugal
Francesinha,Bread,Portugal
Francesinha,Tomato,Portugal
Francesinha,Chipolata,Portugal
Francesinha,Linguiça,Portugal
Gordita,Corn_tortilla,Mexico
Gordita,Stew,Mexico
Gordita,Salsa_(sauce),Mexico
Ayam_goreng,Deep_frying,Malaysia
Ayam_goreng,Shallot,Malaysia
Ayam_goreng,Turmeric,Malaysia
Ayam_goreng,Garlic,Malaysia
Ayam_goreng,Chicken_(food),Malaysia
Ayam_goreng,Coconut_oil,Malaysia
Bigos,Sauerkraut,Poland
Bigos,Kielbasa,Poland
Papadum,Chickpea,Pakistan
Papadum,Lentil,Pakistan
Papadum,Rice_flour,Pakistan
Papadum,Vigna_mungo,Pakistan
Tortas_de_aceite,Olive_oil,Spain
Tortas_de_aceite,Sugar,Spain
Tortas_de_aceite,Anise,Spain
Tortas_de_aceite,Almond,Spain
Tortas_de_aceite,Sesame,Spain
Tortas_de_aceite,Wheat_flour,Spain
Belokranjska_povitica,Butter,Slovenia
Belokranjska_povitica,Flour,Slovenia
Belokranjska_povitica,Water,Slovenia
Belokranjska_povitica,Egg_(food),Slovenia
Belokranjska_povitica,Curd,Slovenia
Mantecadas,Flour,Spain
Mantecadas,Sugar,Spain
Mantecadas,Egg_(food),Spain
Mantecadas,Tallow,Spain
Pork_chop_bun,Piggy_bun,Macau
Pork_chop_bun,Pork_chop,Macau
Alcapurria,Xanthosoma,Puerto_Rico
Alcapurria,Banana,Puerto_Rico
Alcapurria,Ground_beef,Puerto_Rico
Alcapurria,Bixa_orellana,Puerto_Rico
Krakowska,Pork,Poland
Pasanda,Meat,Pakistan
Kaipen,Green_algae,Laos
Kaipen,Vegetable,Laos
Kaipen,Sesame,Laos
Neula,Butter,Spain
Neula,Flour,Spain
Neula,Sugar,Spain
Neula,Egg_white,Spain
Oscypek,Smoked_cheese,Poland
Oscypek,Sheep_milk,Poland
Oscypek,Salt,Poland
Torta_ahogada,Sauce,Mexico
Torta_ahogada,Cheese,Mexico
Torta_ahogada,Pork,Mexico
Torta_ahogada,Bolillo,Mexico
Torta_ahogada,Chicken_(food),Mexico
Torta_ahogada,Phaseolus_vulgaris,Mexico
Chocolate_letter,Chocolate,Netherlands
Bocadillo,Spanish_cuisine,Spain
Lamban,Glutinous_rice,Malaysia
Rempeyek,Anchovy,Malaysia
Rempeyek,Shrimp,Malaysia
Rempeyek,Rice_flour,Malaysia
Rempeyek,Coconut_milk,Malaysia
Rempeyek,Peanut,Malaysia
Nasi_dagang,Coconut_milk,Malaysia
Oliebol,Flour,Netherlands
Oliebol,Ribes,Netherlands
Oliebol,Milk,Netherlands
Oliebol,Yeast,Netherlands
Oliebol,Raisin,Netherlands
Oliebol,Baking_powder,Netherlands
Oliebol,Salt,Netherlands
Oliebol,Egg_(food),Netherlands
Oliebol,Sultana_(grape),Netherlands
Oliebol,Zest_(ingredient),Netherlands
Oliebol,Succade,Netherlands
Pasembur,Crab,Malaysia
Pasembur,Turnip,Malaysia
Pasembur,Octopus,Malaysia
Pasembur,Seafood,Malaysia
Pasembur,Cucumber,Malaysia
Pasembur,Potato,Malaysia
Pasembur,Bean_sprout,Malaysia
Pasembur,Tofu,Malaysia
Cozido,Meat,Portugal
Cozido,Vegetable,Portugal
Cozido,Meat,Spain
Cozido,Vegetable,Spain
Dinuguan,Vinegar,Philippines
Dinuguan,Garlic,Philippines
Dinuguan,Pork,Philippines
Dinuguan,Siling_mahaba,Philippines
Spekkoek,Butter,Netherlands
Spekkoek,Cinnamon,Netherlands
Spekkoek,Clove,Netherlands
Spekkoek,Nutmeg,Netherlands
Spekkoek,Sugar,Netherlands
Spekkoek,Anise,Netherlands
Spekkoek,Yolk,Netherlands
Ikan_bakar,Grilling,Malaysia
Ikan_bakar,Shallot,Malaysia
Ikan_bakar,Garlic,Malaysia
Ikan_bakar,Fish_as_food,Malaysia
Rfissa,Chicken,Morocco
Rfissa,Lentil,Morocco
Rfissa,Fenugreek,Morocco
Rfissa,Ras_el_hanout,Morocco
Rfissa,Msemen,Morocco
Memela,Masa,Mexico
Nasi_tumpang,Omelette,Malaysia
Nasi_tumpang,Rice,Malaysia
Panipuri,Flour,Pakistan
Panipuri,Chickpea,Pakistan
Panipuri,Onion,Pakistan
Panipuri,Potato,Pakistan
Arroz_a_la_cubana,Fried_egg,Spain
Arroz_a_la_cubana,Rice,Spain
Arroz_a_la_cubana,Tomato_sauce,Spain
Tom_yum,Chili_pepper,Laos
Tom_yum,Fish_sauce,Laos
Tom_yum,Galangal,Laos
Tom_yum,Lime_(fruit),Laos
Tom_yum,Stock_(food),Laos
Tom_yum,Cymbopogon,Laos
Tom_yum,Kaffir_lime,Laos
Danger_dog,Bacon,Mexico
Danger_dog,Hot_sauce,Mexico
Danger_dog,Onion,Mexico
Danger_dog,Hot_dog_bun,Mexico
Danger_dog,Hot_dog,Mexico
Meat_pie_(Australia_and_New_Zealand),Gravy,New_Zealand
Meat_pie_(Australia_and_New_Zealand),Ground_beef,New_Zealand
Mititei,Sodium_bicarbonate,Romania
Mititei,Beef,Romania
Mititei,Thyme,Romania
Mititei,Coriander,Romania
Mititei,Garlic,Romania
Mititei,Onion,Romania
Mititei,Pork,Romania
Mititei,Black_pepper,Romania
Mititei,Lamb_and_mutton,Romania
Nasi_kandar,Rice,Malaysia
Budu_(sauce),Anchovy,Malaysia
Malva_pudding,Apricot,South_Africa
Chakna,Tripe,Pakistan
Chakna,Spice,Pakistan
Petha,Winter_melon,Pakistan
Petha,Sugar,Pakistan
Phitti,Butter,Pakistan
Phitti,Flour,Pakistan
Phitti,Water,Pakistan
Phitti,Bakers_yeast,Pakistan
Tostilocos,Chamoy,Mexico
Tostilocos,Tostitos,Mexico
Proja,Mineral_water,Serbia
Proja,Baking_powder,Serbia
Proja,Oil,Serbia
Proja,Cornmeal,Serbia
Proja,Mineral_water,Slovenia
Proja,Baking_powder,Slovenia
Proja,Oil,Slovenia
Proja,Cornmeal,Slovenia
Caldo_de_pollo,Chicken_(food),Mexico
Caldo_de_pollo,Vegetable,Mexico
Kulfi,Milk,Pakistan
Pepernoot,Cinnamon,Netherlands
Pepernoot,Clove,Netherlands
Pepernoot,Flour,Netherlands
Pepernoot,Sugar,Netherlands
Pepernoot,Anise,Netherlands
Prince_Polo,Chocolate,Poland
Prince_Polo,Wafer,Poland
Tapai,Cassava,Malaysia
Tapai,Rice,Malaysia
Tapai,Glutinous_rice,Malaysia
Turtle_soup,Turtle,Singapore
Zapiekanka,Ketchup,Poland
Zapiekanka,Cheese,Poland
Zapiekanka,Bread,Poland
Zapiekanka,Mushroom,Poland
Cascaron,Coconut,Philippines
Cascaron,Sugar,Philippines
Cascaron,Rice_flour,Philippines
Buuz,Beef,Mongolia
Buuz,Lamb_and_mutton,Mongolia
Sarsiado,Tomato,Philippines
Sarsiado,Fish,Philippines
Picarones,Sweet_potato,Peru
Picarones,Chancaca,Peru
Picarones,Cucurbita,Peru
Tlayuda,Cabbage,Mexico
Tlayuda,Refried_beans,Mexico
Tlayuda,Meat,Mexico
Tlayuda,Lettuce,Mexico
Tlayuda,Lard,Mexico
Tlayuda,Avocado,Mexico
Tlayuda,Beef_tenderloin,Mexico
Tlayuda,Salsa_(sauce),Mexico
Tlayuda,Tortilla,Mexico
Tlayuda,Oaxaca_cheese,Mexico
Otap_(food),Coconut,Philippines
Otap_(food),Flour,Philippines
Otap_(food),Sugar,Philippines
Otap_(food),Shortening,Philippines
Kokis,Rice_flour,Netherlands
Kokis,Coconut_milk,Netherlands
Hoyha,Flour,Pakistan
Hoyha,Spice,Pakistan
Hoyha,Water,Pakistan
Hoyha,Egg_(food),Pakistan
Ontbijtkoek,Cinnamon,Netherlands
Ontbijtkoek,Clove,Netherlands
Ontbijtkoek,Ginger,Netherlands
Ontbijtkoek,Nutmeg,Netherlands
Ontbijtkoek,Rye,Netherlands
Ontbijtkoek,Succade,Netherlands
Pan_de_coco,Coconut,Philippines
Khichdi,Rice,Nepal
Khichdi,Spice,Nepal
Khichdi,Lentil,Nepal
Khichdi,Rice,Pakistan
Khichdi,Spice,Pakistan
Khichdi,Lentil,Pakistan
Lipie_(bread),Wheat_flour,Romania
Dolma,Rice,Mongolia
Dolma,Vitis,Mongolia
Dolma,Stuffed_peppers,Mongolia
Klepon,Coconut,Malaysia
Klepon,Palm_sugar,Malaysia
Klepon,Rice_cake,Malaysia
Malai_laddu,Cream,Pakistan
Shambar,Ham,Peru
Shambar,Beef,Peru
Shambar,Meat,Peru
Shambar,Wheat,Peru
Shambar,Chickpea,Peru
Shambar,Pea,Peru
Shambar,Pork,Peru
Shambar,Vicia_faba,Peru
Tombet,Capsicum,Spain
Potjiekos,Dessert_wine,South_Africa
Potjiekos,Cauliflower,South_Africa
Potjiekos,Beer,South_Africa
Potjiekos,Meat,South_Africa
Potjiekos,Carrot,South_Africa
Potjiekos,Potato,South_Africa
Potjiekos,Vegetable,South_Africa
Francesinha_poveira,Cheese,Portugal
Francesinha_poveira,Fiambre,Portugal
Francesinha_poveira,Bread,Portugal
Francesinha_poveira,Mustard_(condiment),Portugal
Francesinha_poveira,Linguiça,Portugal
Wonton_noodles,Flour,Malaysia
Wonton_noodles,Shrimp,Malaysia
Wonton_noodles,Pork,Malaysia
Wonton_noodles,Egg_(food),Malaysia
Wonton_noodles,Flour,Singapore
Wonton_noodles,Shrimp,Singapore
Wonton_noodles,Pork,Singapore
Wonton_noodles,Egg_(food),Singapore
Bhala,Spice,Pakistan
Gundruk,Cauliflower,Nepal
Maruya_(food),Flour,Philippines
Maruya_(food),Banana,Philippines
Maruya_(food),Sugar,Philippines
Maruya_(food),Batter_(cooking),Philippines
Gazpachuelo,Bread,Spain
Gazpachuelo,Garlic,Spain
Gazpachuelo,Egg_(food),Spain
Gazpachuelo,Fish_stock_(food),Spain
Gazpachuelo,Oil,Spain
Nam_khao,Coconut,Laos
Nam_khao,Fish_sauce,Laos
Nam_khao,Scallion,Laos
Nam_khao,Lamiaceae,Laos
Nam_khao,Rice,Laos
Nam_khao,Coriander,Laos
Nam_khao,Lime_(fruit),Laos
Nam_khao,Peanut,Laos
Nam_khao,Som_moo,Laos
Portuguese_sauce,Curry_powder,Macau
Portuguese_sauce,Coconut_milk,Macau
Aloo_gosht,Meat,Pakistan
Aloo_gosht,Potato,Pakistan
Dal_makhani,Rajma,Pakistan
Dal_makhani,Vigna_mungo,Pakistan
Dum_Aloo,Potato,Pakistan
Maggi_goreng,Instant_noodle,Malaysia
Coca_(pastry),Sugar,Spain
