Food,ingr1,ingr2,ingr3,ingr4,ingr5,ingr6,ingr7,ingr8,ingr9,ingr10,ingr11,ingr12,ingr13,ingr14,ingr15,ingr16,ingr17,ingr18,ingr19,ingr20,Origin
Yusheng,Salmon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nata_de_coco,Coconut_water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Feu_(food),Beef,Chicken,Seafood,Pork,Rice_noodles,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mi_rebus,Gravy,Noodle,Curry_powder,Shrimp,Water,Soybean,Peanut,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Drunken_noodles,Chili_pepper,Fish_sauce,Soy_sauce,Meat,Seafood,Garlic,Shahe_fen,Bean_sprout,Ocimum_tenuiflorum,Tofu,?,?,?,?,?,?,?,?,?,?,Other_region
Hopje,Butter,Caramel,Cream,Coffee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panada,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pineapple_Lumps,Pineapple,Chocolate,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sope,Refried_beans,Green,Cheese,Meat,Lettuce,Onion,Salsa_(sauce),Vegetable,Corn_Flour,?,?,?,?,?,?,?,?,?,?,?,Other_region
Streuselkuchen,Flour,Fat,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Champorado,Milk,Sugar,Cocoa_solids,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cozonac,Butter,Milk,Sugar,Vanilla,Raisin,Hazelnut,Turkish_delight,Egg_(food),Walnut,Zest_(ingredient),Rum,Wheat_flour,?,?,?,?,?,?,?,?,Other_region
Romesco,Bell_pepper,Garlic,Nut_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ikan_goreng,Deep_frying,Shallot,Garlic,Fish_as_food,Coconut_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bionico,Condensed_milk,Raisin,Granola,Sour_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bubur_pedas,Galangal,Ginger,Meat,Mushroom,Shallot,Turmeric,Carrot,Garlic,Onion,Potato,Vigna_unguiculata_subsp._sesquipedalis,Bamboo_shoot,Leaf_vegetable,Cymbopogon,Dried_shrimp,Tofu,?,?,?,?,Other_region
Kamasutra_(chocolate),Chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Leche_frita,Cinnamon,Flour,Milk,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Laksa,Rice_vermicelli,Coconut_milk,Rice_vermicelli,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Okroshka,Sausage,Scallion,Ham,Beef,Kvass,Veal,Cucumber,Potato,Egg_(food),Sour_cream,?,?,?,?,?,?,?,?,?,?,Other_region
Pincho,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Puto,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sambal,Chili_pepper,Garlic,Shrimp_paste,Chili_pepper,Garlic,Shrimp_paste,Chili_pepper,Garlic,Shrimp_paste,?,?,?,?,?,?,?,?,?,?,?,Other_region
Aila_(liquor),Millet,Rice,Food_grain,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ajdov_Kruh,Water,Buckwheat,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gulab_jamun,Saffron,Khoa,Saffron,Khoa,Saffron,Khoa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Karelian_hot_pot,Beef,Meat,Black_pepper,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tikka_(food),Marination,Curry,Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Torte,Mousse,Fruit_preserves,Buttercream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Raita,Yogurt,Mentha,Cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zeeuwse_bolus,Cinnamon,Treacle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Garlic_chutney,Yogurt,Garlic,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kugelis,Bacon,Milk,Onion,Potato,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Binignit,Sago,Taro,Banana,Sweet_potato,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gatsby_(sandwich),French_fries,Meat,Seafood,Bread_roll,Squid_(food),Vienna_sausage,Fish_as_food,Chicken_(food),Bologna_sausage,?,?,?,?,?,?,?,?,?,?,?,Other_region
Maja_blanca,Corn_starch,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mami_soup,Noodle,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pinangat,Taro,Meat,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coyotas,Brown_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Draw_soup,Okra,Pepita,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gulaman,Agar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kapsalon,Gouda_cheese,Shawarma,French_fries,Doner_kebab,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kerststol,Brandy,Butter,Cinnamon,Zante_currant,Milk,Sugar,Vanilla,Raisin,Dried_fruit,Zest_(ingredient),Bakers_yeast,?,?,?,?,?,?,?,?,?,Other_region
Meghli,Cinnamon,Coconut,Rice,Sugar,Anise,Caraway,Almond,Pistachio,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panjiri,Whole-wheat_flour,Sugar,Natural_gum,Dried_fruit,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Silvana_(food),Cashew,Buttercream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Torrija,Honey,Bread,Milk,Olive_oil,Spice,Wine,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zeeuws_spek,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vark,Gold,Silver,Gold,Silver,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fairy_bread,Butter,White_bread,Sprinkles,Margarine,Nonpareils,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pozole,Chili_pepper,Seasoning,Hominy,Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Shchi,Cabbage,Sauerkraut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coleslaw,Cabbage,Mayonnaise,Vinegar,Vinaigrette,Vegetable_oil,Cabbage,Mayonnaise,Vinegar,Vinaigrette,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,Other_region
Tortilla_chip,Water,Salt,Tortilla,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bialy_(pastry),Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Speculoos,Cardamom,Cinnamon,Clove,Flour,Ginger,Nutmeg,Black_pepper,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tabbouleh,Bulgur,Tomato,Parsley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Biryani,Meat,Rice,Dried_fruit,List_of_Indian_spices,Egg_(food),Vegetable,Curd,Meat,Rice,Dried_fruit,List_of_Indian_spices,Egg_(food),Vegetable,Curd,?,?,?,?,?,?,Other_region
Canarian_wrinkly_potatoes,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chilli_crab,Crab,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sapit,Sucrose,Coconut_milk,Cooking_oil,Egg_(food),Wheat_flour,Sucrose,Coconut_milk,Cooking_oil,Egg_(food),Wheat_flour,?,?,?,?,?,?,?,?,?,?,Other_region
Sliced_fish_soup,Fish,Vegetable,Prawn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vlokken,Chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ogbono_soup,Seasoning,Meat,Irvingia_gabonensis,Leaf_vegetable,Oil,Celosia,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cheese_roll,Cheese,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pancit_estacion,Annatto,Tinapa,Mung_bean,Kamias,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chataamari,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rasol_(Romanian_dish),Beef,Meat,Onion,Potato,Tomato,Pork,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sarawak_cake,Butter,Milk,Fruit_preserves,Egg_(food),Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chocolate_sandwich,Chocolate,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Heong_Peng,Malt,Shallot,Sesame,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jin_deui,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bakarkhani,Dough,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chireta,Bacon,Rice,Pancetta,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chancaca,Honey,Sugar,Zest_(ingredient),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coconut_rice,Coconut,Rice,Coconut,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Namak_para,Flour,Caraway,Ajwain,Semolina,Cumin,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sel_roti,Butter,Cardamom,Clove,Milk,Sugar,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sopa_teologa,White_bread,Cheese,Milk,Potato,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kaldereta,Bell_pepper,Flour,Tomato_paste,Carrot,Garlic,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rumali_Roti,Atta_flour,Maida_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kamby_arro,Cinnamon,Milk,Rice,Sugar,Water,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kosereva,Molasses,Sugar,Water,Orange_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Russian_tea_cake,Butter,Nut_(fruit),Powdered_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gachas,Lathyrus_sativus,Maize,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Thekua,Cardamom,Syrup,Jaggery,Ghee,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kiszczonka,Flour,Black_pudding,Milk,Spice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Patatas_bravas,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Miang_kham,Coconut,Ginger,Birds_eye_chili,Shallot,Water,Garlic,Lime_(fruit),Piper_sarmentosum,Sliced_galangal,Shrimp_paste,Chopped_palm_sugar,Sliced_shallots,?,?,?,?,?,?,?,?,Other_region
Sheermal,Milk,Maida_flour,Saffron,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fios_de_ovos,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sinangag,Fried_rice,Fried_rice,Fried_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Queijada,Cheese,Milk,Sugar,Egg,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Alambre,Bell_pepper,Cheese,Meat,Onion,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Apam_balik,Butter,Flour,Sodium_bicarbonate,Sugar,Water,Baking_powder,Egg_(food),Margarine,Peanut,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ayam_bakar,Grilling,Shallot,Turmeric,Garlic,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bahulu,Sugar,Baking_powder,Egg_(food),Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ciulama,Butter,Flour,Mushroom,Poultry,Carrot,Onion,Parsley,Butter,Flour,Mushroom,Poultry,Carrot,Onion,Parsley,?,?,?,?,?,?,Other_region
Jala_(kuih),Rice_flour,Cooking_oil,Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kelupis,Glutinous_rice,Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Linongot,Tapioca,Sweet_potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Punjung,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Umai_(food),Chili_pepper,Pomfret,Onion,Fish,Salt,Lime_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Wajid_(kuih),Rice,Coconut_cream,Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ais_kacang,Shaved_ice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tula_gingerbread,Condensed_milk,Fruit_preserves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Burrito,Refried_beans,Meat,Tortilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Puri_(food),Atta_flour,Atta_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tongba,Millet,Water,Yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Momo_(dumpling),Meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coconut_jam,Coconut,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Huevos_rancheros,Refried_beans,Guacamole,Tomato,Avocado,Egg_(food),Tortilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kaya_toast,Coconut_jam,Coconut_jam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mazurek_(cake),Icing_(food),Egg_(food),Nut_(fruit),Margarine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Batata_harra,Capsicum,Chili_pepper,Olive_oil,Coriander,Garlic,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dahi_vada,Yogurt,Vada_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dutch_process_chocolate,Alkali,Chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hokey_pokey_(ice_cream),Honeycomb_toffee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Moin_moin,Onion,Black-eyed_pea_or_Beans,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Olivier_salad,Mayonnaise,Meat,Potato,Egg_(food),Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tapa_(Filipino_cuisine),Beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coulibiac,Mushroom,Rice,Salmon,Dill,Sturgeon,Boiled_egg,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kabsa,Cardamom,Cinnamon,Bay_leaf,Nutmeg,Saffron,Basmati,Dried_lime,Cardamom,Cinnamon,Bay_leaf,Nutmeg,Saffron,Basmati,Dried_lime,?,?,?,?,?,?,Other_region
Ngo_hiang,Five-spice_powder,Five-spice_powder,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ptasie_mleczko,Agar,Chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Menudo_(soup),Chili_pepper,Beef,Coriander,Onion,Oregano,Broth,Lime_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sata_(food),Coconut,Sardines_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Teja_(confectionery),Dried_fruit,Manjar_blanco,Nut_(fruit),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zarda_(food),Cardamom,Rice,Raisin,Almond,Pistachio,Saffron,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Krupnik_(soup),Barley,Potato,Broth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Banket_(food),Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chalupa,Masa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Empalme_(food),Refried_beans,Lard,Salsa_(sauce),Tortilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sapin-sapin,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tortilla,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Talo_(food),Water,Maize,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fish-shaped_pastry,Red_bean_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jelurut,Rice_flour,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Skilpadjies,Worcestershire_sauce,Coriander,Caul_fat,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caldeirada,Potato,Fish_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khuushuur,Meat,Garlic,Onion,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bundevara,Filo,Pumpkin,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Or_lam,Cymbopogon,Sa_Khan,Wood_ear,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pan_mee,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bolo_de_mel,Butter,Molasses,Honey,Spice,Sugar,Lard,Walnut,Margarine,Almond,?,?,?,?,?,?,?,?,?,?,?,Other_region
Arroz_junto,Annatto,Legume,Sofrito,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Prekmurska_gibanica,Flour,Raisin,Ricotta,Poppy_seed,Walnut,Apple,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chutney,Garlic,Onion,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Satay,Skewer,Skewer,Skewer,Skewer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nocilla,Chocolate,Hazelnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sohan_Halwa,Milk,Sugar,Water,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Asocena,Dog_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khao_poon,Fish_sauce,Galangal,Rice_vermicelli,Chicken,Shallot,Garlic,Pork,Fish,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Queijadinha,Butter,Coconut,Condensed_milk,Cheese,Sugar,Yolk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Muisjes,Sugar,Anise,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nasi_goreng_pattaya,Rice,Egg,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Urnebes,Chili_pepper,Cheese,Spice,Salt,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pio_Quinto,Cake,Cinnamon,Custard,Rum,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Axoa,Espelette_pepper,Veal,Onion,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bukayo,Sugar,Brown_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Thenthuk,Meat,Yak,Vegetable,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Andrajos,Capsicum,Cod,Garlic,Onion,Tomato,Rabbit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kueh_tutu,Coconut,Sugar,Rice_flour,Glutinous_rice,Peanut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Arroz_con_gandules,Sofrito,Rice,Pigeon_pea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Quetschentaart,Butter,Flour,Damson,Milk,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cokodok,Flour,Banana,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kalamay,Coconut_milk,Brown_sugar,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lumpia,Meat,Vegetable,Crêpe,Meat,Vegetable,Crêpe,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Malasada,Sugar,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Miruhulee_boava,Clove,Octopus,Garlic,Onion,Curry_tree,Coconut_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nonnevot,Butter,Flour,Milk,Yeast,Lard,Brown_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Piperade,Bell_pepper,Espelette_pepper,Onion,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Serranito,Bread,Meat,Tomato,Jamón_serrano,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Slavink,Bacon,Butter,Beef,Pork,Vegetable_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Palitaw,Coconut,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gulha,Flour,Tuna,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mlinci,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tejuino,Maize,Panela,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vinegret,Sauerkraut,Carrot,Onion,Potato,Beetroot,Pickled_cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ajoblanco,Bread,Olive_oil,Water,Garlic,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Duck_soup_noodles,Duck,Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tandoori_chicken,Yogurt,Honey,Chicken,Tandoori_masala,Yogurt,Honey,Chicken,Tandoori_masala,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hojuela,Flour,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nasi_goreng,Fried_rice,Fried_rice,Fried_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bouneschlupp,Bacon,Onion,Potato,Green_bean,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caldo_verde,Potato,Collard_greens,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ras_malai,Cream,Sugar,Semolina,Paneer,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sisig,Pork,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Caldo_de_siete_mares,Seafood,Tomato,Fish_as_food,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Solyanka,Cabbage,Meat,Mushroom,Dill,Fish,Smetana_(dairy_product),Pickled_cucumber,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kuih_semperit,Sugar,Cornmeal,Margarine,Wheat_flour,Birds_Custard,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sobao,Butter,Flour,Sugar,Anise,Salt,Egg_(food),Zest_(ingredient),Rum,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chai_tow_kway,Daikon,Rice_flour,Daikon,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Francesinha,Beer,Ham,Cheese,Bread,Tomato,Chipolata,Linguiça,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gordita,Corn_tortilla,Stew,Salsa_(sauce),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ayam_goreng,Deep_frying,Shallot,Turmeric,Garlic,Chicken_(food),Coconut_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bigos,Sauerkraut,Kielbasa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Papadum,Chickpea,Lentil,Rice_flour,Vigna_mungo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tortas_de_aceite,Olive_oil,Sugar,Anise,Almond,Sesame,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Belokranjska_povitica,Butter,Flour,Water,Egg_(food),Curd,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mantecadas,Flour,Sugar,Egg_(food),Tallow,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pork_chop_bun,Piggy_bun,Pork_chop,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Alcapurria,Xanthosoma,Banana,Ground_beef,Bixa_orellana,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
